Time, Battery, PoorSignal, Attention, Meditation, Raw, Delta, Theta, lowAlpha, highAlpha, lowBeta, highBeta, lowGamma, highGamma, Blink
46:04.0,0,0,29,51,-118,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-108,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-93,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-82,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-67,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-43,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-34,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-26,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-13,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,6,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,12,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,11,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,24,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,44,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,57,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,49,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,34,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,27,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,27,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,35,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,38,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,42,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,54,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,64,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,67,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,72,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,80,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,87,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,98,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,89,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,72,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,73,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,85,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,88,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,73,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,57,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,58,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,64,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,64,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,69,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,81,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,93,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,121,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,125,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,114,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,116,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,128,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,123,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,92,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,64,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,68,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,85,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,65,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-7,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-50,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-29,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-18,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-44,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-117,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-184,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-214,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-196,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,-100,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,38,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,140,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,186,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,164,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,162,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,224,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,275,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,262,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,212,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,211,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,256,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,284,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,312,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,362,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,409,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,432,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,394,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,313,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,257,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,244,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,225,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,196,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,170,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,149,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,120,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,86,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,64,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,40,308185,13840,10344,7576,4192,1624,726,495,52
46:04.0,0,0,29,51,1,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-29,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-54,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-98,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-119,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-199,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-202,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-235,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-284,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-289,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-297,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-265,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-210,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-153,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-135,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,-99,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,168,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,221,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,240,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,276,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,308,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,316,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,296,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,267,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,277,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,344,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,408,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,433,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,466,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,482,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,482,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,488,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,507,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,528,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,505,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,552,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,588,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,604,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,611,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,617,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,615,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,586,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,565,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,582,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,619,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,610,308185,13840,10344,7576,4192,1624,726,495,45
46:04.0,0,0,29,51,571,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,572,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,630,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,662,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,631,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,578,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,567,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,604,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,614,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,594,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,579,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,585,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,572,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,544,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,533,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,553,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,582,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,572,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,548,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,547,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,547,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,516,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,485,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,488,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,489,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,483,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,474,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,472,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,471,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,456,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,429,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,408,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,410,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,408,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,397,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,388,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,377,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,372,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,387,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,390,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,361,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,323,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,300,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,304,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,301,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,298,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,294,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,293,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,297,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,297,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,291,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,284,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,297,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,307,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,298,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,281,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,29,51,252,308185,13840,10344,7576,4192,1624,726,495,45
46:05.0,0,0,51,37,252,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,235,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,244,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,247,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,240,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,231,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,232,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,252,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,265,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,237,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,214,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,215,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,212,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,186,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,172,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,167,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,132,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,74,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,93,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,113,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,53,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,33,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,35,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,99,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,92,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,51,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,77,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,77,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,43,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,25,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,34,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,39,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,3,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-43,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-30,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,5,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-14,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-108,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-103,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-76,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-25,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,32,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,90,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,153,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,197,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,193,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,107,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,122,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,148,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,164,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,160,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,128,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,119,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,156,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,184,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,161,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,132,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,123,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,124,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,91,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,56,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,36,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,53,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,100,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,117,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,106,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,96,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,65,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,48,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,54,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,69,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,48,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-3,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-22,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,1,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,36,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,61,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,51,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,68,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,71,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,42,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,38,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,45,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,33,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,53,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,25,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,24,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,32,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,36,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,36,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,53,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,70,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,74,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,56,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,107,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,118,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,114,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,99,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,50,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,28,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,42,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,61,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,61,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,60,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,76,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,82,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,52,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,43,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,92,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,73,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,116,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,122,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,170,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,117,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,106,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,115,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,50,653217,47602,5948,4083,4384,5499,2307,2620,45
